iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units
ABW,Aruba,2020-03-13,2,2,0,0,18733,18733,0.0,0.0,,,,,
ABW,Aruba,2020-03-20,4,2,0,0,37465,18733,0.0,0.0,,,,,
ABW,Aruba,2020-03-24,12,8,0,0,112395,74.93,0.0,0.0,,,,,
ABW,Aruba,2020-03-25,17,5,0,0,159227,46831,0.0,0.0,,,,,
ABW,Aruba,2020-03-26,19,2,0,0,177959,18733,0.0,0.0,,,,,
ABW,Aruba,2020-03-27,28,9,0,0,262256,84296,0.0,0.0,,,,,
ABW,Aruba,2020-03-28,28,0,0,0,262256,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-03-29,28,0,0,0,262256,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-03-30,50,22,0,0,468314,206058,0.0,0.0,,,,,
ABW,Aruba,2020-04-01,55,5,0,0,515145,46831,0.0,0.0,,,,,
ABW,Aruba,2020-04-02,55,0,0,0,515145,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-03,60,5,0,0,561977,46831,0.0,0.0,,,,,
ABW,Aruba,2020-04-04,62,2,0,0,580709,18733,0.0,0.0,,,,,
ABW,Aruba,2020-04-05,64,2,0,0,599442,18733,0.0,0.0,,,,,
ABW,Aruba,2020-04-06,64,0,0,0,599442,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-07,71,7,0,0,665006,65564,0.0,0.0,,,,,
ABW,Aruba,2020-04-08,74,3,0,0,693105,28099,0.0,0.0,,,,,
ABW,Aruba,2020-04-09,77,3,0,0,721203,28099,0.0,0.0,,,,,
ABW,Aruba,2020-04-10,82,5,0,0,768035,46831,0.0,0.0,,,,,
ABW,Aruba,2020-04-11,86,4,0,0,805.5,37465,0.0,0.0,,,,,
ABW,Aruba,2020-04-12,92,6,0,0,861698,56198,0.0,0.0,,,,,
ABW,Aruba,2020-04-13,92,0,0,0,861698,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-14,92,0,0,0,861698,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-15,92,0,0,0,861698,0.0,0.0,0.0,,,,,
ABW,Aruba,2020-04-16,93,1,1,1,871064,9366,9366,9366,,,,,
ABW,Aruba,2020-04-17,95,2,1,0,889796,18733,9366,0.0,,,,,
ABW,Aruba,2020-04-18,96,1,2,1,899163,9366,18733,9366,,,,,
ABW,Aruba,2020-04-19,96,0,2,0,899163,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-20,97,1,2,0,908529,9366,18733,0.0,,,,,
ABW,Aruba,2020-04-21,97,0,2,0,908529,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-22,97,0,2,0,908529,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-23,100,3,2,0,936628,28099,18733,0.0,,,,,
ABW,Aruba,2020-04-24,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-25,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-26,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-27,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-28,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-29,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-04-30,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-05-01,100,0,2,0,936628,0.0,18733,0.0,,,,,
ABW,Aruba,2020-05-02,100,0,2,0,936628,0.0,18733,0.0,,,,,
AFG,Afghanistan,2020-02-29,1,0,0,0,26,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-01,1,0,0,0,26,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-02,1,0,0,0,26,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-08,4,3,0,0,103,77,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-11,7,3,0,0,0.18,77,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-15,10,3,0,0,257,77,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-16,16,6,0,0,411,154,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-17,21,5,0,0,539,128,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-18,22,1,0,0,565,26,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-19,22,0,0,0,565,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-20,22,0,0,0,565,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-21,24,2,0,0,617,51,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-22,24,0,0,0,617,0.0,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-23,34,10,0,0,873,257,0.0,0.0,,,,,
AFG,Afghanistan,2020-03-24,40,6,1,1,1028,154,26,26,,,,,
AFG,Afghanistan,2020-03-25,42,2,1,0,1079,51,26,0.0,,,,,
AFG,Afghanistan,2020-03-26,75,33,1,0,1927,848,26,0.0,,,,,
AFG,Afghanistan,2020-03-27,75,0,1,0,1927,0.0,26,0.0,,,,,
AFG,Afghanistan,2020-03-28,91,16,2,1,2338,411,51,26,,,,,
AFG,Afghanistan,2020-03-29,106,15,3,1,2723,385,77,26,,,,,
AFG,Afghanistan,2020-03-30,114,8,4,1,2928,206,103,26,,,,,
AFG,Afghanistan,2020-03-31,141,27,4,0,3622,694,103,0.0,,,,,
AFG,Afghanistan,2020-04-01,166,25,4,0,4264,642,103,0.0,,,,,
AFG,Afghanistan,2020-04-02,192,26,4,0,4932,668,103,0.0,,,,,
AFG,Afghanistan,2020-04-03,235,43,4,0,6037,1105,103,0.0,,,,,
AFG,Afghanistan,2020-04-04,235,0,4,0,6037,0.0,103,0.0,,,,,
AFG,Afghanistan,2020-04-05,270,35,5,1,6936,899,128,26,,,,,
AFG,Afghanistan,2020-04-06,299,29,7,2,7681,745,0.18,51,,,,,
AFG,Afghanistan,2020-04-07,337,38,7,0,8657,976,0.18,0.0,,,,,
AFG,Afghanistan,2020-04-08,367,30,11,4,9428,771,283,103,,,,,
AFG,Afghanistan,2020-04-09,423,56,14,3,10866,1439,0.36,77,,,,,
AFG,Afghanistan,2020-04-10,484,61,15,1,12433,1567,385,26,,,,,
AFG,Afghanistan,2020-04-11,521,37,15,0,13384,0.95,385,0.0,,,,,
AFG,Afghanistan,2020-04-12,555,34,18,3,14257,873,462,77,,,,,
AFG,Afghanistan,2020-04-13,607,52,18,0,15593,1336,462,0.0,,,,,
AFG,Afghanistan,2020-04-14,665,58,21,3,17083,1.49,539,77,,,,,
AFG,Afghanistan,2020-04-15,714,49,23,2,18341,1259,591,51,,,,,
AFG,Afghanistan,2020-04-16,784,70,25,2,20.14,1798,642,51,,,,,
AFG,Afghanistan,2020-04-17,794,10,29,4,20396,257,745,103,,,,,
AFG,Afghanistan,2020-04-18,845,51,30,1,21707,1.31,771,26,,,,,
AFG,Afghanistan,2020-04-19,908,63,30,0,23325,1618,771,0.0,,,,,
AFG,Afghanistan,2020-04-20,996,88,33,3,25585,2261,848,77,,,,,
AFG,Afghanistan,2020-04-21,1031,35,35,2,26485,899,899,51,,,,,
AFG,Afghanistan,2020-04-22,1092,61,36,1,28052,1567,925,26,,,,,
AFG,Afghanistan,2020-04-23,1176,84,40,4,30209,2158,1028,103,,,,,
AFG,Afghanistan,2020-04-24,1281,105,42,2,32907,2697,1079,51,,,,,
AFG,Afghanistan,2020-04-25,1351,70,43,1,34705,1798,1105,26,,,,,
AFG,Afghanistan,2020-04-26,1463,112,47,4,37582,2877,1207,103,,,,,
AFG,Afghanistan,2020-04-27,1531,68,57,10,39329,1747,1464,257,,,,,
AFG,Afghanistan,2020-04-28,1703,172,57,0,43747,4418,1464,0.0,,,,,
AFG,Afghanistan,2020-04-29,1827,124,60,3,46932,3185,1541,77,,,,,
AFG,Afghanistan,2020-04-30,1949,122,60,0,50066,3134,1541,0.0,,,,,
AFG,Afghanistan,2020-05-01,2171,222,64,4,55769,5703,1644,103,,,,,
AFG,Afghanistan,2020-05-02,2335,164,68,4,59982,4213,1747,103,,,,,
AGO,Angola,2020-03-22,2,2,0,0,61,61,0.0,0.0,,,,,
AGO,Angola,2020-03-23,2,0,0,0,61,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-24,2,0,0,0,61,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-25,2,0,0,0,61,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-26,2,0,0,0,61,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-27,3,1,0,0,91,0.03,0.0,0.0,,,,,
AGO,Angola,2020-03-28,4,1,0,0,122,0.03,0.0,0.0,,,,,
AGO,Angola,2020-03-29,4,0,0,0,122,0.0,0.0,0.0,,,,,
AGO,Angola,2020-03-30,7,3,2,2,213,91,61,61,,,,,
AGO,Angola,2020-03-31,7,0,2,0,213,0.0,61,0.0,,,,,
AGO,Angola,2020-04-01,7,0,2,0,213,0.0,61,0.0,,,,,
AGO,Angola,2020-04-02,8,1,2,0,243,0.03,61,0.0,,,,,
AGO,Angola,2020-04-03,8,0,2,0,243,0.0,61,0.0,,,,,
AGO,Angola,2020-04-04,8,0,2,0,243,0.0,61,0.0,,,,,
AGO,Angola,2020-04-05,10,2,2,0,304,61,61,0.0,,,,,
AGO,Angola,2020-04-06,14,4,2,0,426,122,61,0.0,,,,,
AGO,Angola,2020-04-07,16,2,2,0,487,61,61,0.0,,,,,
AGO,Angola,2020-04-08,17,1,2,0,517,0.03,61,0.0,,,,,
AGO,Angola,2020-04-09,19,2,2,0,578,61,61,0.0,,,,,
AGO,Angola,2020-04-10,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-11,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-12,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-13,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-14,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-15,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-16,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-17,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-18,19,0,2,0,578,0.0,61,0.0,,,,,
AGO,Angola,2020-04-19,24,5,2,0,0.73,152,61,0.0,,,,,
AGO,Angola,2020-04-20,24,0,2,0,0.73,0.0,61,0.0,,,,,
AGO,Angola,2020-04-21,24,0,2,0,0.73,0.0,61,0.0,,,,,
AGO,Angola,2020-04-22,24,0,2,0,0.73,0.0,61,0.0,,,,,
AGO,Angola,2020-04-23,24,0,2,0,0.73,0.0,61,0.0,,,,,
AGO,Angola,2020-04-24,25,1,2,0,761,0.03,61,0.0,,,,,
AGO,Angola,2020-04-25,25,0,2,0,761,0.0,61,0.0,,,,,
AGO,Angola,2020-04-26,25,0,2,0,761,0.0,61,0.0,,,,,
AGO,Angola,2020-04-27,26,1,2,0,791,0.03,61,0.0,,,,,
AGO,Angola,2020-04-28,27,1,2,0,822,0.03,61,0.0,,,,,
AGO,Angola,2020-04-29,27,0,2,0,822,0.0,61,0.0,,,,,
AGO,Angola,2020-04-30,27,0,2,0,822,0.0,61,0.0,,,,,
AGO,Angola,2020-05-01,27,0,2,0,822,0.0,61,0.0,,,,,
AGO,Angola,2020-05-02,29,2,2,0,882,61,61,0.0,,,,,
AIA,Anguilla,2020-03-27,2,2,0,0,133316,133316,0.0,0.0,,,,,
AIA,Anguilla,2020-03-28,2,0,0,0,133316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-03-29,2,0,0,0,133316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-03-30,2,0,0,0,133316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-03-31,2,0,0,0,133316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-01,2,0,0,0,133316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-02,2,0,0,0,133316,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-03,3,1,0,0,199973,66658,0.0,0.0,,,,,
AIA,Anguilla,2020-04-04,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-05,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-06,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-07,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-08,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-09,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-10,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-11,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-12,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-13,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-14,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-15,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-16,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-17,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-18,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-19,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-20,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-21,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-22,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-23,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-24,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-25,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-26,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-27,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-28,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-29,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-04-30,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-05-01,3,0,0,0,199973,0.0,0.0,0.0,,,,,
AIA,Anguilla,2020-05-02,3,0,0,0,199973,0.0,0.0,0.0,,,,,
ALB,Albania,2020-03-09,2,2,0,0,695,695,0.0,0.0,,,,,
ALB,Albania,2020-03-10,6,4,0,0,2085,1.39,0.0,0.0,,,,,
ALB,Albania,2020-03-11,10,4,0,0,3475,1.39,0.0,0.0,,,,,
ALB,Albania,2020-03-12,11,1,1,1,3822,347,347,347,,,,,
ALB,Albania,2020-03-13,23,12,1,0,7992,4.17,347,0.0,,,,,
ALB,Albania,2020-03-14,33,10,1,0,11467,3475,347,0.0,,,,,
ALB,Albania,2020-03-15,38,5,1,0,13205,1737,347,0.0,,,,,
ALB,Albania,2020-03-16,42,4,1,0,14594,1.39,347,0.0,,,,,
ALB,Albania,2020-03-17,51,9,1,0,17722,3127,347,0.0,,,,,
ALB,Albania,2020-03-18,55,4,1,0,19112,1.39,347,0.0,,,,,
ALB,Albania,2020-03-19,59,4,2,1,20502,1.39,695,347,,,,,
ALB,Albania,2020-03-20,70,11,2,0,24324,3822,695,0.0,,,,,
ALB,Albania,2020-03-21,70,0,2,0,24324,0.0,695,0.0,,,,,
ALB,Albania,2020-03-22,76,6,2,0,26409,2085,695,0.0,,,,,
ALB,Albania,2020-03-23,89,13,2,0,30926,4517,695,0.0,,,,,
ALB,Albania,2020-03-24,100,11,4,2,34749,3822,1.39,695,,,,,
ALB,Albania,2020-03-25,123,23,5,1,42741,7992,1737,347,,,,,
ALB,Albania,2020-03-26,146,23,5,0,50733,7992,1737,0.0,,,,,
ALB,Albania,2020-03-27,174,28,6,1,60463,9.73,2085,347,,,,,
ALB,Albania,2020-03-28,186,12,9,3,64633,4.17,3127,1042,,,,,
ALB,Albania,2020-03-29,197,11,10,1,68455,3822,3475,347,,,,,
ALB,Albania,2020-03-30,212,15,10,0,73667,5212,3475,0.0,,,,,
ALB,Albania,2020-03-31,223,11,12,2,77.49,3822,4.17,695,,,,,
ALB,Albania,2020-04-01,243,20,15,3,84.44,6.95,5212,1042,,,,,
ALB,Albania,2020-04-02,259,16,15,0,89999,5.56,5212,0.0,,,,,
ALB,Albania,2020-04-03,277,18,16,1,96254,6255,5.56,347,,,,,
ALB,Albania,2020-04-04,304,27,17,1,105636,9382,5907,347,,,,,
ALB,Albania,2020-04-05,333,29,19,2,115713,10077,6602,695,,,,,
ALB,Albania,2020-04-06,361,28,21,2,125443,9.73,7297,695,,,,,
ALB,Albania,2020-04-07,377,16,22,1,131003,5.56,7645,347,,,,,
ALB,Albania,2020-04-08,383,6,22,0,133088,2085,7645,0.0,,,,,
ALB,Albania,2020-04-09,400,17,22,0,138995,5907,7645,0.0,,,,,
ALB,Albania,2020-04-10,409,9,23,1,142122,3127,7992,347,,,,,
ALB,Albania,2020-04-11,416,7,23,0,144555,2432,7992,0.0,,,,,
ALB,Albania,2020-04-12,433,17,23,0,150462,5907,7992,0.0,,,,,
ALB,Albania,2020-04-13,446,13,23,0,154979,4517,7992,0.0,,,,,
ALB,Albania,2020-04-14,467,21,23,0,162277,7297,7992,0.0,,,,,
ALB,Albania,2020-04-15,475,8,24,1,165057,2.78,8.34,347,,,,,
ALB,Albania,2020-04-16,494,19,25,1,171659,6602,8687,347,,,,,
ALB,Albania,2020-04-17,518,24,26,1,179999,8.34,9035,347,,,,,
ALB,Albania,2020-04-18,539,21,26,0,187296,7297,9035,0.0,,,,,
ALB,Albania,2020-04-19,548,9,26,0,190423,3127,9035,0.0,,,,,
ALB,Albania,2020-04-20,562,14,26,0,195288,4865,9035,0.0,,,,,
ALB,Albania,2020-04-21,584,22,26,0,202933,7645,9035,0.0,,,,,
ALB,Albania,2020-04-22,609,25,26,0,211.62,8687,9035,0.0,,,,,
ALB,Albania,2020-04-23,634,25,27,1,220307,8687,9382,347,,,,,
ALB,Albania,2020-04-24,663,29,27,0,230384,10077,9382,0.0,,,,,
ALB,Albania,2020-04-25,678,15,27,0,235597,5212,9382,0.0,,,,,
ALB,Albania,2020-04-26,712,34,27,0,247411,11815,9382,0.0,,,,,
ALB,Albania,2020-04-27,726,14,28,1,252276,4865,9.73,347,,,,,
ALB,Albania,2020-04-28,736,10,28,0,255751,3475,9.73,0.0,,,,,
ALB,Albania,2020-04-29,750,14,30,2,260616,4865,10425,695,,,,,
ALB,Albania,2020-04-30,766,16,31,1,266176,5.56,10772,347,,,,,
ALB,Albania,2020-05-01,773,7,31,0,268608,2432,10772,0.0,,,,,
ALB,Albania,2020-05-02,782,9,31,0,271735,3127,10772,0.0,,,,,
AND,Andorra,2020-03-03,1,1,0,0,12942,12942,0.0,0.0,,,,,
AND,Andorra,2020-03-14,2,1,0,0,25885,12942,0.0,0.0,,,,,
AND,Andorra,2020-03-16,5,3,0,0,64712,38827,0.0,0.0,,,,,
AND,Andorra,2020-03-17,14,9,0,0,181195,116482,0.0,0.0,,,,,
AND,Andorra,2020-03-18,14,0,0,0,181195,0.0,0.0,0.0,,,,,
AND,Andorra,2020-03-19,53,39,0,0,685951,504756,0.0,0.0,,,,,
AND,Andorra,2020-03-20,75,22,0,0,970685,284734,0.0,0.0,,,,,
AND,Andorra,2020-03-21,75,0,0,0,970685,0.0,0.0,0.0,,,,,
AND,Andorra,2020-03-22,88,13,0,0,1138937,168252,0.0,0.0,,,,,
AND,Andorra,2020-03-23,113,25,0,0,1462499,323562,0.0,0.0,,,,,
AND,Andorra,2020-03-24,133,20,0,0,1721349,258849,0.0,0.0,,,,,
AND,Andorra,2020-03-25,164,31,0,0,2122565,401217,0.0,0.0,,,,,
AND,Andorra,2020-03-26,188,24,0,0,2433184,310619,0.0,0.0,,,,,
AND,Andorra,2020-03-27,224,36,3,3,2899113,465929,38827,38827,,,,,
AND,Andorra,2020-03-28,267,43,3,0,3455.64,556526,38827,0.0,,,,,
AND,Andorra,2020-03-29,308,41,4,1,3986281,530641,51.77,12942,,,,,
AND,Andorra,2020-03-30,334,26,6,2,4322785,336504,77655,25885,,,,,
AND,Andorra,2020-03-31,370,36,8,2,4788714,465929,103.54,25885,,,,,
AND,Andorra,2020-04-01,376,6,12,4,4866369,77655,155.31,51.77,,,,,
AND,Andorra,2020-04-02,390,14,14,2,5047564,181195,181195,25885,,,,,
AND,Andorra,2020-04-03,428,38,15,1,5539377,491814,194137,12942,,,,,
AND,Andorra,2020-04-04,439,11,16,1,5681745,142367,207.08,12942,,,,,
AND,Andorra,2020-04-05,466,27,17,1,6031191,349447,220022,12942,,,,,
AND,Andorra,2020-04-06,501,35,18,1,6484178,452986,232964,12942,,,,,
AND,Andorra,2020-04-07,526,25,21,3,6807.74,323562,271792,38827,,,,,
AND,Andorra,2020-04-08,545,19,22,1,7053647,245907,284734,12942,,,,,
AND,Andorra,2020-04-09,564,19,23,1,7299553,245907,297677,12942,,,,,
AND,Andorra,2020-04-10,583,19,25,2,7545.46,245907,323562,25885,,,,,
AND,Andorra,2020-04-11,601,18,26,1,7778425,232964,336504,12942,,,,,
AND,Andorra,2020-04-12,622,21,28,2,8050217,271792,362389,25885,,,,,
AND,Andorra,2020-04-13,638,16,29,1,8257296,207.08,375332,12942,,,,,
AND,Andorra,2020-04-14,646,8,29,0,8360836,103.54,375332,0.0,,,,,
AND,Andorra,2020-04-15,659,13,31,2,8529088,168252,401217,25885,,,,,
AND,Andorra,2020-04-16,673,14,33,2,8710283,181195,427102,25885,,,,,
AND,Andorra,2020-04-17,682,9,33,0,8826765,116482,427102,0.0,,,,,
AND,Andorra,2020-04-18,696,14,35,2,9007.96,181195,452986,25885,,,,,
AND,Andorra,2020-04-19,704,8,35,0,9111499,103.54,452986,0.0,,,,,
AND,Andorra,2020-04-20,713,9,36,1,9227982,116482,465929,12942,,,,,
AND,Andorra,2020-04-21,717,4,36,0,9279752,51.77,465929,0.0,,,,,
AND,Andorra,2020-04-22,717,0,37,1,9279752,0.0,478871,12942,,,,,
AND,Andorra,2020-04-23,723,6,37,0,9357406,77655,478871,0.0,,,,,
AND,Andorra,2020-04-24,724,1,37,0,9370349,12942,478871,0.0,,,,,
AND,Andorra,2020-04-25,731,7,40,3,9460946,90597,517699,38827,,,,,
AND,Andorra,2020-04-26,733,2,40,0,9486831,25885,517699,0.0,,,,,
AND,Andorra,2020-04-27,740,7,40,0,9577428,90597,517699,0.0,,,,,
AND,Andorra,2020-04-28,743,3,40,0,9616256,38827,517699,0.0,,,,,
AND,Andorra,2020-04-29,743,0,41,1,9616256,0.0,530641,12942,,,,,
AND,Andorra,2020-04-30,743,0,42,1,9616256,0.0,543584,12942,,,,,
AND,Andorra,2020-05-01,745,2,42,0,9642141,25885,543584,0.0,,,,,
AND,Andorra,2020-05-02,746,1,43,1,9655083,12942,556526,12942,,,,,
ARE,United Arab Emirates,2020-02-29,19,0,0,0,1921,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-01,21,2,0,0,2123,202,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-02,21,0,0,0,2123,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-04,27,6,0,0,2.73,607,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-06,29,2,0,0,2932,202,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-08,45,16,0,0,4.55,1618,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-10,59,14,0,0,5965,1416,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-11,74,15,0,0,7482,1517,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-13,85,11,0,0,8594,1112,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-15,85,0,0,0,8594,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-16,86,1,0,0,8695,101,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-17,98,12,0,0,9909,1213,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-18,113,15,0,0,11425,1517,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-19,113,0,0,0,11425,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-20,140,27,0,0,14155,2.73,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-21,140,0,0,0,14155,0.0,0.0,0.0,,,,,
ARE,United Arab Emirates,2020-03-22,153,13,2,2,15.47,1314,202,202,,,,,
ARE,United Arab Emirates,2020-03-23,153,0,2,0,15.47,0.0,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-24,198,45,2,0,20019,4.55,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-25,248,50,2,0,25075,5055,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-26,333,85,2,0,33669,8594,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-27,333,0,2,0,33669,0.0,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-28,405,72,2,0,40949,7.28,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-29,468,63,2,0,47319,6.37,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-30,468,0,2,0,47319,0.0,202,0.0,,,,,
ARE,United Arab Emirates,2020-03-31,611,143,5,3,61777,14458,506,303,,,,,
ARE,United Arab Emirates,2020-04-01,664,53,6,1,67136,5359,607,101,,,,,
ARE,United Arab Emirates,2020-04-02,664,0,6,0,67136,0.0,607,0.0,,,,,
ARE,United Arab Emirates,2020-04-03,1024,360,8,2,103535,36399,809,202,,,,,
ARE,United Arab Emirates,2020-04-04,1024,0,8,0,103535,0.0,809,0.0,,,,,
ARE,United Arab Emirates,2020-04-05,1505,481,10,2,152168,48633,1011,202,,,,,
ARE,United Arab Emirates,2020-04-06,1799,294,10,0,181894,29726,1011,0.0,,,,,
ARE,United Arab Emirates,2020-04-07,2076,277,11,1,209901,28007,1112,101,,,,,
ARE,United Arab Emirates,2020-04-08,2359,283,12,1,238514,28614,1213,101,,,,,
ARE,United Arab Emirates,2020-04-09,2659,300,12,0,268847,30332,1213,0.0,,,,,
ARE,United Arab Emirates,2020-04-10,2990,331,14,2,302313,33467,1416,202,,,,,
ARE,United Arab Emirates,2020-04-11,3360,370,16,2,339723,37.41,1618,202,,,,,
ARE,United Arab Emirates,2020-04-12,3736,376,20,4,377.74,38017,2022,404,,,,,
ARE,United Arab Emirates,2020-04-13,4123,387,22,2,416869,39129,2224,202,,,,,
ARE,United Arab Emirates,2020-04-14,4521,398,25,3,457.11,40241,2528,303,,,,,
ARE,United Arab Emirates,2020-04-15,4933,412,28,3,498766,41657,2831,303,,,,,
ARE,United Arab Emirates,2020-04-16,5365,432,33,5,542445,43679,3337,506,,,,,
ARE,United Arab Emirates,2020-04-17,5825,460,33,0,588955,46.51,3337,0.0,,,,,
ARE,United Arab Emirates,2020-04-18,5825,0,35,2,588955,0.0,3539,202,,,,,
ARE,United Arab Emirates,2020-04-19,6302,477,37,2,637184,48229,3741,202,,,,,
ARE,United Arab Emirates,2020-04-20,6781,479,41,4,685614,48431,4145,404,,,,,
